date,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
2024-10-20 11:00:00,3,600.81,2.65,20.56,77.96,4.17,29.29,65.54,4.12
2024-10-20 12:00:00,3,574.11,1.55,21.93,62.94,3.49,27.12,62.15,3.55
2024-10-20 13:00:00,3,627.52,0.24,28.1,47.92,3.37,26.87,60.44,3.45
2024-10-20 14:00:00,3,607.49,0.0,27.08,44.7,3.22,26.87,59.31,3.29
2024-10-20 15:00:00,3,520.71,0.0,19.19,50.78,2.98,26.74,58.44,3.17
2024-10-20 16:00:00,3,500.68,0.0,15.94,51.5,3.25,26.91,58.58,3.51
2024-10-20 17:00:00,3,534.06,0.0,16.11,47.92,3.76,27.8,59.61,4.24
2024-10-20 18:00:00,3,607.49,0.0,18.85,43.27,4.59,30.23,62.4,5.45
2024-10-20 19:00:00,3,680.92,0.0,22.96,36.84,5.01,31.52,63.36,5.89
2024-10-20 20:00:00,3,714.3,0.01,26.39,30.4,5.25,31.64,62.07,5.38
2024-10-20 21:00:00,3,787.73,0.01,28.79,28.25,7.03,35.52,65.44,6.46
2024-10-20 22:00:00,3,754.36,0.0,24.33,35.05,7.99,38.11,68.03,6.97
2024-10-20 23:00:00,3,627.52,0.0,17.65,46.49,7.75,36.0,65.75,6.27
2024-10-21 00:00:00,3,527.38,0.0,13.19,54.36,7.45,32.54,62.56,5.26
2024-10-21 01:00:00,3,467.3,0.0,11.65,57.94,7.99,28.91,59.83,4.37
2024-10-21 02:00:00,3,473.98,0.0,13.19,55.79,8.34,26.8,59.15,4.18
2024-10-21 03:00:00,3,607.49,0.68,20.91,47.21,9.06,28.22,63.73,5.64
2024-10-21 04:00:00,3,741.0,4.58,26.05,45.78,10.25,29.89,68.14,6.52
2024-10-21 05:00:00,3,774.38,6.82,26.39,52.93,10.73,31.82,71.67,7.09
2024-10-21 06:00:00,3,667.57,5.09,21.59,72.96,10.13,32.46,73.76,6.65
2024-10-21 07:00:00,3,500.68,2.57,13.37,92.98,7.27,30.19,73.35,4.5
2024-10-21 08:00:00,3,433.92,1.72,9.85,98.71,5.9,28.49,73.21,3.17
2024-10-21 09:00:00,3,413.89,1.44,9.0,100.14,5.3,27.91,73.22,2.53
2024-10-21 10:00:00,3,507.35,2.26,14.05,89.41,5.25,28.98,74.76,3.32
2024-10-21 11:00:00,3,620.84,3.05,21.93,73.67,5.36,30.76,77.09,4.43
2024-10-21 12:00:00,3,707.63,2.24,30.85,58.65,5.3,32.14,77.65,5.0
2024-10-21 13:00:00,3,841.14,0.46,43.87,36.84,5.42,33.01,78.14,5.45
2024-10-21 14:00:00,3,767.71,0.01,39.41,35.05,4.71,31.36,75.75,4.81
2024-10-21 15:00:00,3,580.79,0.0,25.02,50.78,3.93,29.83,73.99,4.05
2024-10-21 16:00:00,3,520.71,0.0,18.68,62.94,4.11,30.64,74.54,4.12
2024-10-21 17:00:00,3,534.06,0.0,17.48,68.66,4.89,32.71,76.49,4.75
2024-10-21 18:00:00,3,574.11,0.0,18.85,70.1,5.96,35.53,78.99,5.76
2024-10-21 19:00:00,3,687.6,0.0,24.33,63.66,6.79,38.71,81.79,6.65
2024-10-21 20:00:00,3,761.03,0.0,29.47,57.22,6.79,40.24,81.14,6.02
2024-10-21 21:00:00,3,734.33,0.0,26.05,58.65,6.85,41.12,80.62,5.64
2024-10-21 22:00:00,3,580.79,0.0,17.14,62.94,6.08,38.3,76.87,4.94
2024-10-21 23:00:00,3,453.95,0.0,10.8,64.37,5.13,33.47,70.88,3.96
2024-10-22 00:00:00,3,400.54,0.0,8.31,62.94,4.71,30.32,67.32,3.29
2024-10-22 01:00:00,3,403.88,0.0,8.83,61.51,4.89,29.53,67.11,3.17
2024-10-22 02:00:00,3,514.03,0.0,14.39,60.08,5.84,32.7,72.52,4.37
2024-10-22 03:00:00,3,781.06,0.82,28.79,55.07,7.63,39.8,83.99,7.41
2024-10-22 04:00:00,3,867.84,4.02,31.87,62.94,9.54,40.58,87.8,7.98
2024-10-22 05:00:00,3,847.82,5.31,28.79,74.39,11.44,40.87,90.1,8.61
2024-10-22 06:00:00,3,720.98,3.86,21.93,94.41,12.99,39.5,91.8,8.11
2024-10-22 07:00:00,3,660.9,2.96,18.85,113.01,11.32,38.34,92.04,7.03
2024-10-22 08:00:00,3,700.95,3.21,20.91,118.73,9.89,38.79,92.83,6.97
2024-10-22 09:00:00,3,754.36,3.8,24.68,113.01,9.06,38.92,95.2,7.03
2024-10-22 10:00:00,3,687.6,3.58,23.99,101.57,7.21,36.02,94.58,5.89
2024-10-22 11:00:00,3,574.11,2.54,20.56,90.12,5.42,32.74,90.93,4.31
2024-10-22 12:00:00,3,500.68,1.19,18.85,80.82,3.99,30.4,85.95,3.04
2024-10-22 13:00:00,3,540.73,0.12,22.96,70.1,3.81,31.23,83.93,2.85
2024-10-22 14:00:00,3,607.49,0.0,27.08,63.66,4.17,34.87,84.48,3.42
2024-10-22 15:00:00,3,607.49,0.0,24.68,66.52,4.71,39.06,85.67,4.31
2024-10-22 16:00:00,3,680.92,0.0,25.02,65.09,5.84,45.26,90.84,5.83
2024-10-22 17:00:00,4,787.73,0.0,27.08,61.51,7.03,52.33,97.35,7.73
2024-10-22 18:00:00,4,921.25,0.0,30.85,57.22,8.23,59.77,104.56,10.01
2024-10-22 19:00:00,4,1201.63,0.01,45.24,41.13,8.82,68.43,112.67,11.78
2024-10-22 20:00:00,4,1388.55,0.05,57.58,26.46,8.94,71.22,113.28,10.39
2024-10-22 21:00:00,5,1468.66,0.06,58.26,21.99,10.01,76.47,117.74,10.64
2024-10-22 22:00:00,5,1375.2,0.01,48.67,26.82,10.73,79.89,121.13,11.02
2024-10-22 23:00:00,4,1001.36,0.0,30.85,43.99,8.82,72.51,111.48,8.87
2024-10-23 00:00:00,4,667.57,0.0,17.48,61.51,6.56,63.41,98.37,6.27
2024-10-23 01:00:00,4,547.41,0.0,13.02,69.38,5.54,58.82,90.22,5.0
2024-10-23 02:00:00,4,747.68,0.0,21.42,61.51,7.03,63.61,95.19,7.03
2024-10-23 03:00:00,5,1401.9,2.4,52.09,32.9,10.49,80.22,116.8,12.92
2024-10-23 04:00:00,5,2216.34,21.9,69.23,21.82,14.31,95.3,138.98,17.99
2024-10-23 05:00:00,5,2643.59,32.63,76.09,30.04,17.17,102.29,151.73,22.04
2024-10-23 06:00:00,5,2349.85,20.34,73.34,62.94,18.84,98.67,151.65,21.79
2024-10-23 07:00:00,4,921.25,3.63,26.73,124.45,15.26,61.82,114.37,8.61
2024-10-23 08:00:00,4,647.54,1.61,16.28,141.62,13.11,56.99,109.94,6.02
2024-10-23 09:00:00,4,600.81,1.1,14.57,144.48,13.11,56.83,109.07,5.45
2024-10-23 10:00:00,4,627.52,1.49,18.68,117.3,10.25,51.92,103.67,5.19
2024-10-23 11:00:00,3,627.52,1.82,21.59,89.41,7.21,47.81,99.01,4.75
2024-10-23 12:00:00,3,627.52,1.08,24.33,76.53,5.48,46.22,96.78,4.18
2024-10-23 13:00:00,3,747.68,0.14,33.93,63.66,5.42,46.42,95.8,4.62
2024-10-23 14:00:00,3,867.84,0.0,41.81,53.64,6.08,47.8,96.38,6.02
2024-10-23 15:00:00,4,907.9,0.0,40.44,52.93,6.85,50.67,98.38,7.92
2024-10-23 16:00:00,4,1014.71,0.0,41.13,50.78,8.7,56.44,104.1,10.77
2024-10-23 17:00:00,4,1108.17,0.0,41.13,47.92,10.01,62.6,109.33,13.05
2024-10-23 18:00:00,4,1188.28,0.0,41.81,44.7,10.49,67.38,112.44,14.19
2024-10-23 19:00:00,4,1188.28,0.0,42.84,40.41,9.54,65.69,107.78,12.29
2024-10-23 20:00:00,4,1041.41,0.0,39.41,40.77,8.11,59.1,97.03,8.61
2024-10-23 21:00:00,4,894.55,0.0,30.16,47.21,7.63,56.73,92.37,7.22
2024-10-23 22:00:00,4,814.44,0.0,23.31,50.78,7.39,57.89,91.99,7.16
2024-10-23 23:00:00,4,814.44,0.0,20.91,50.07,7.57,60.35,93.57,7.6
2024-10-24 00:00:00,4,841.14,0.0,20.91,49.35,8.11,61.88,94.82,8.04
2024-10-24 01:00:00,4,1001.36,0.0,27.76,43.99,10.01,66.58,100.02,9.63
2024-10-24 02:00:00,5,1562.12,0.19,52.78,23.6,14.42,83.78,120.59,14.95
2024-10-24 03:00:00,5,3150.94,29.5,89.11,3.49,22.89,132.41,179.5,29.89
2024-10-24 04:00:00,5,5554.2,101.92,112.41,7.6,33.86,197.49,258.24,48.13
2024-10-24 05:00:00,5,7370.0,139.47,152.17,13.95,43.87,252.61,323.9,61.81
2024-10-24 06:00:00,5,8224.49,103.71,233.05,38.62,53.41,318.07,395.9,67.89
2024-10-24 07:00:00,5,7156.37,39.34,263.21,124.45,57.22,352.52,428.04,54.21
2024-10-24 08:00:00,5,5661.01,16.54,219.35,228.88,48.64,356.19,427.62,38.5
2024-10-24 09:00:00,5,4165.65,9.5,161.77,257.49,34.33,285.57,351.12,27.87
2024-10-24 10:00:00,5,2563.48,7.38,102.82,178.81,19.31,141.88,197.65,20.52
2024-10-24 11:00:00,4,1575.47,6.93,66.49,86.55,10.61,62.93,111.49,13.55
2024-10-24 12:00:00,3,1094.82,3.55,49.35,52.21,6.74,47.25,91.86,7.98
2024-10-24 13:00:00,3,1014.71,0.31,51.41,38.62,5.72,44.75,87.56,6.21
2024-10-24 14:00:00,3,1174.93,0.38,62.38,19.13,6.32,47.12,90.87,7.6
2024-10-24 15:00:00,4,1241.68,0.69,63.06,13.23,7.27,51.4,96.6,10.13
2024-10-24 16:00:00,4,1428.6,1.36,65.8,8.85,9.42,60.72,108.51,14.69
2024-10-24 17:00:00,4,1495.36,0.89,62.38,10.46,10.49,67.43,115.97,16.72
2024-10-24 18:00:00,4,1482.01,0.21,56.89,18.06,10.49,70.3,119.03,16.72
2024-10-24 19:00:00,4,1508.71,0.24,58.26,18.78,9.78,69.93,117.84,14.95
2024-10-24 20:00:00,4,1508.71,0.45,61.69,13.77,9.06,66.43,111.22,11.78
2024-10-24 21:00:00,4,1428.6,0.2,54.15,16.09,9.42,67.02,109.34,11.27
2024-10-24 22:00:00,4,1188.28,0.02,38.04,27.18,9.06,65.1,105.05,10.77
2024-10-24 23:00:00,4,907.9,0.0,23.65,41.84,7.75,57.35,94.54,8.49
2024-10-25 00:00:00,3,741.0,0.0,16.45,52.93,6.97,48.97,83.71,6.52
2024-10-25 01:00:00,3,694.27,0.0,15.94,58.65,7.15,43.09,75.86,5.89
2024-10-25 02:00:00,3,921.25,0.0,27.76,50.78,8.82,46.76,78.86,8.61
2024-10-25 03:00:00,4,1615.52,4.19,58.95,24.32,12.28,62.25,96.91,15.83
2024-10-25 04:00:00,5,2536.77,32.19,71.97,16.45,16.69,78.59,116.35,23.81
2024-10-25 05:00:00,5,2563.48,35.32,70.6,26.46,17.64,77.41,115.73,25.33
2024-10-25 06:00:00,4,1762.39,14.98,54.84,65.09,15.74,62.09,100.07,19.0
2024-10-25 07:00:00,3,660.9,2.37,17.48,124.45,10.25,38.97,75.24,6.27
2024-10-25 08:00:00,3,687.6,2.46,18.68,131.61,9.42,40.98,77.25,5.95
2024-10-25 09:00:00,3,754.36,3.07,23.31,125.89,8.58,41.58,78.82,6.14
2024-10-25 10:00:00,3,834.47,3.86,28.79,108.72,6.85,41.14,81.58,6.46
2024-10-25 11:00:00,3,881.2,4.25,34.27,86.55,5.84,39.18,81.95,6.59
2024-10-25 12:00:00,3,894.55,3.05,40.44,62.23,5.25,35.7,77.54,6.33
2024-10-25 13:00:00,3,1028.06,0.69,54.84,31.83,5.25,34.11,75.61,6.4
2024-10-25 14:00:00,3,974.66,0.12,52.09,23.6,4.71,32.73,75.87,5.89
2024-10-25 15:00:00,3,754.36,0.01,35.3,37.19,3.99,31.07,77.38,5.13
2024-10-25 16:00:00,3,654.22,0.0,25.02,50.07,4.17,29.88,74.24,4.94
2024-10-25 17:00:00,3,667.57,0.0,23.65,51.5,5.13,31.28,75.79,5.89
2024-10-25 18:00:00,3,727.65,0.0,25.36,48.64,6.5,33.75,79.98,7.16
2024-10-25 19:00:00,3,741.0,0.0,26.73,45.78,6.68,33.39,80.4,6.71
2024-10-25 20:00:00,3,627.52,0.0,22.96,47.92,5.54,29.78,74.54,4.43
2024-10-25 21:00:00,3,480.65,0.0,14.05,57.94,4.29,27.35,70.17,2.98
2024-10-25 22:00:00,3,397.21,0.0,7.88,65.8,3.43,26.32,67.66,2.31
2024-10-25 23:00:00,3,363.83,0.0,5.48,71.53,3.07,25.47,65.98,1.95
2024-10-26 00:00:00,3,343.8,0.0,4.71,75.1,3.01,24.73,64.42,1.69
2024-10-26 01:00:00,3,350.48,0.0,5.57,77.25,3.46,24.64,64.73,1.77
2024-10-26 02:00:00,3,410.56,0.0,8.83,73.67,4.11,25.54,66.64,2.47
2024-10-26 03:00:00,3,567.44,0.51,17.65,63.66,5.25,27.94,70.41,4.18
2024-10-26 04:00:00,3,734.33,3.49,25.02,57.22,6.62,29.69,73.17,5.51
2024-10-26 05:00:00,3,761.03,5.2,23.99,63.66,7.45,30.61,75.11,6.21
2024-10-26 06:00:00,3,667.57,3.8,18.68,82.25,7.75,31.12,78.32,6.14
2024-10-26 07:00:00,3,654.22,3.21,16.96,94.41,6.44,32.42,82.42,5.89
2024-10-26 08:00:00,3,727.65,3.97,20.39,94.41,5.6,33.84,84.86,6.33
2024-10-26 09:00:00,3,801.09,5.03,24.68,87.26,5.3,33.72,84.82,6.59
2024-10-26 10:00:00,3,794.41,5.42,25.7,77.25,4.71,31.35,82.77,6.14
2024-10-26 11:00:00,3,747.68,5.09,24.68,67.23,4.23,28.92,80.29,5.32
2024-10-26 12:00:00,3,734.33,4.25,26.39,56.51,3.87,27.47,78.42,4.75
2024-10-26 13:00:00,3,807.76,1.93,36.33,38.98,3.87,27.93,79.18,4.5
2024-10-26 14:00:00,3,761.03,0.02,36.67,34.33,3.61,28.72,80.9,4.02
2024-10-26 15:00:00,3,600.81,0.0,24.33,49.35,3.19,29.52,84.47,3.48
2024-10-26 16:00:00,3,607.49,0.0,21.93,55.07,3.76,32.94,91.64,4.31
2024-10-26 17:00:00,4,774.38,0.0,29.47,47.21,5.3,40.03,101.87,6.84
2024-10-26 18:00:00,4,1068.12,0.02,42.84,32.9,7.87,50.61,115.47,10.89
2024-10-26 19:00:00,4,1401.9,0.64,58.95,13.95,10.13,61.1,127.42,13.55
2024-10-26 20:00:00,4,1375.2,1.59,59.63,5.99,9.06,58.51,122.09,10.26
2024-10-26 21:00:00,4,1108.17,0.49,48.67,10.91,7.45,52.66,113.39,7.22
2024-10-26 22:00:00,4,867.84,0.02,34.27,25.39,6.44,49.21,107.09,5.89
2024-10-26 23:00:00,4,794.41,0.0,27.76,33.97,6.74,50.06,106.48,6.21
2024-10-27 00:00:00,4,881.2,0.0,28.79,34.69,8.11,55.17,111.53,7.66
2024-10-27 01:00:00,4,1214.98,0.01,40.1,27.54,11.09,69.12,127.69,10.77
2024-10-27 02:00:00,5,1522.06,0.45,52.78,18.06,12.52,79.75,140.23,12.79
2024-10-27 03:00:00,5,1949.31,12.85,59.63,14.48,13.47,88.76,151.4,15.71
2024-10-27 04:00:00,5,2590.18,38.44,65.8,17.52,14.9,94.22,160.47,19.76
2024-10-27 05:00:00,5,2910.61,49.17,74.71,22.71,16.93,94.73,164.76,25.33
2024-10-27 06:00:00,5,2563.48,33.08,78.14,42.92,16.45,88.67,160.38,26.6
2024-10-27 07:00:00,4,1762.39,13.08,61.01,87.98,12.28,72.17,142.66,19.76
2024-10-27 08:00:00,4,1281.74,7.26,45.24,113.01,9.18,61.16,135.31,14.19
2024-10-27 09:00:00,4,1148.22,7.04,41.47,103.0,7.75,55.37,136.11,11.4
2024-10-27 10:00:00,4,1068.12,7.26,39.07,80.82,6.56,51.11,136.86,9.5
2024-10-27 11:00:00,4,1028.06,7.1,39.76,59.37,6.02,49.09,135.72,8.49
2024-10-27 12:00:00,4,1054.76,5.53,45.93,36.12,5.66,47.69,130.66,7.92
2024-10-27 13:00:00,4,1281.74,5.92,61.01,6.53,6.02,48.32,126.8,8.11
2024-10-27 14:00:00,4,1295.09,7.49,58.26,1.59,5.84,48.94,124.11,7.47
2024-10-27 15:00:00,4,988.01,0.88,46.61,16.81,5.07,49.59,135.03,6.52
2024-10-27 16:00:00,4,754.36,0.0,30.85,39.7,4.47,55.38,179.19,5.89
2024-10-27 17:00:00,5,727.65,0.0,27.42,44.7,4.71,69.17,225.5,6.65
2024-10-27 18:00:00,5,754.36,0.0,27.42,46.49,5.3,81.3,242.58,7.73
2024-10-27 19:00:00,5,747.68,0.0,27.42,50.78,5.25,81.62,227.46,7.09
2024-10-27 20:00:00,5,687.6,0.0,26.39,57.22,4.77,73.86,204.99,5.13
2024-10-27 21:00:00,4,694.27,0.0,25.02,60.8,5.78,74.21,197.57,5.45
2024-10-27 22:00:00,5,614.17,0.0,18.85,66.52,5.9,84.14,202.69,5.13
2024-10-27 23:00:00,5,467.3,0.0,11.48,75.1,4.83,99.78,217.1,3.77
2024-10-28 00:00:00,5,367.16,0.0,7.2,82.25,3.93,107.14,223.22,2.47
2024-10-28 01:00:00,5,330.45,0.0,5.91,85.12,3.7,98.05,218.35,1.76
2024-10-28 02:00:00,5,363.83,0.0,7.88,82.97,4.11,85.95,215.52,1.95
2024-10-28 03:00:00,5,507.35,0.35,16.11,72.96,5.3,78.89,215.66,3.51
2024-10-28 04:00:00,5,801.09,4.19,29.47,59.37,6.85,76.64,214.94,5.83
2024-10-28 05:00:00,5,1094.82,9.83,38.39,53.64,7.99,79.3,216.81,8.74
2024-10-28 06:00:00,5,1121.52,9.5,37.01,66.52,8.34,86.75,222.92,10.77
2024-10-28 07:00:00,5,1054.76,7.49,33.59,82.97,7.75,95.01,232.46,11.15
2024-10-28 08:00:00,5,1174.93,8.16,38.39,88.69,8.34,98.04,235.91,12.54
2024-10-28 09:00:00,5,1375.2,10.17,47.98,85.83,9.54,96.89,231.97,14.31
2024-10-28 10:00:00,5,1428.6,10.84,52.78,77.25,9.89,91.33,221.83,14.19
2024-10-28 11:00:00,5,1255.04,9.05,48.67,63.66,9.3,82.91,210.27,11.53
2024-10-28 12:00:00,5,1121.52,5.92,48.67,44.35,9.3,79.03,206.14,8.99
2024-10-28 13:00:00,5,1241.68,2.49,63.75,15.38,9.3,79.14,207.52,8.23
2024-10-28 14:00:00,5,1268.39,3.44,65.12,4.87,7.75,77.62,207.98,8.36
2024-10-28 15:00:00,5,1014.71,0.55,50.04,17.52,6.2,73.42,203.43,8.04
2024-10-28 16:00:00,4,1014.71,0.17,45.24,21.99,6.68,72.29,195.59,9.75
2024-10-28 17:00:00,4,1094.82,0.31,46.61,16.63,7.45,73.18,186.46,11.65
2024-10-28 18:00:00,4,1108.17,0.24,45.24,17.7,7.75,73.0,179.41,12.41
2024-10-28 19:00:00,4,974.66,0.06,39.76,25.75,6.62,67.36,175.51,9.88
2024-10-28 20:00:00,4,700.95,0.0,28.79,41.84,4.65,59.19,175.83,5.38
2024-10-28 21:00:00,4,507.35,0.0,17.99,57.22,3.81,54.96,180.19,3.48
2024-10-28 22:00:00,4,400.54,0.0,10.2,68.66,3.28,50.7,175.65,2.6
2024-10-28 23:00:00,4,353.81,0.0,6.34,76.53,2.86,46.36,167.29,1.93
2024-10-29 00:00:00,4,330.45,0.0,4.67,82.25,2.65,43.68,163.61,1.41
2024-10-29 01:00:00,4,333.79,0.0,4.8,85.83,2.89,42.8,166.83,1.22
2024-10-29 02:00:00,4,367.16,0.0,6.94,85.83,3.43,43.9,175.99,1.58
2024-10-29 03:00:00,4,487.33,0.17,14.05,79.39,4.59,48.41,197.1,3.01
2024-10-29 04:00:00,5,540.73,1.41,17.31,77.96,5.07,55.02,236.4,3.17
2024-10-29 05:00:00,5,674.25,3.58,22.28,75.1,5.84,64.48,266.17,4.81
2024-10-29 06:00:00,5,700.95,4.08,21.42,83.68,6.38,75.58,298.47,6.08
2024-10-29 07:00:00,5,814.44,5.2,25.36,87.26,6.5,87.99,322.76,8.04
2024-10-29 08:00:00,5,1014.71,7.38,33.59,84.4,7.15,93.64,310.6,10.26
2024-10-29 09:00:00,5,1201.63,9.72,41.81,76.53,7.75,89.03,267.94,11.53
2024-10-29 10:00:00,5,1228.33,10.17,44.55,67.95,7.57,80.59,230.13,11.02
2024-10-29 11:00:00,5,1094.82,7.93,42.5,60.8,7.51,74.41,219.49,8.74
2024-10-29 12:00:00,5,894.55,3.46,39.76,63.66,12.28,70.71,209.73,6.14
2024-10-29 13:00:00,4,741.0,0.22,37.36,70.81,17.88,63.22,185.3,4.02
2024-10-29 14:00:00,4,754.36,0.0,38.39,61.51,12.76,61.88,183.43,4.43
2024-10-29 15:00:00,5,674.25,0.0,30.5,59.37,6.79,75.19,245.83,5.26
2024-10-29 16:00:00,5,714.3,0.0,29.82,54.36,5.42,99.38,333.81,6.9
2024-10-29 17:00:00,5,794.41,0.0,31.87,50.07,5.84,114.55,376.28,8.36
2024-10-29 18:00:00,5,867.84,0.0,33.59,47.92,6.44,120.76,384.94,9.63
2024-10-29 19:00:00,5,907.9,0.0,35.99,44.7,6.32,118.75,368.6,9.12
2024-10-29 20:00:00,5,807.76,0.0,34.62,45.06,5.36,110.53,339.53,6.4
2024-10-29 21:00:00,5,680.92,0.0,27.76,52.21,5.07,104.68,313.44,5.32
2024-10-29 22:00:00,5,540.73,0.0,18.16,62.94,4.59,100.31,294.59,4.56
2024-10-29 23:00:00,5,390.53,0.0,9.94,75.1,3.55,95.4,284.34,3.36
2024-10-30 00:00:00,5,317.1,0.0,5.74,83.68,2.77,91.71,286.86,2.28
2024-10-30 01:00:00,5,287.06,0.0,4.5,90.12,2.56,87.88,289.65,1.66
2024-10-30 02:00:00,5,320.43,0.0,6.34,91.55,2.89,81.96,276.43,1.95
2024-10-30 03:00:00,5,447.27,0.23,13.88,87.26,3.87,78.02,266.61,3.42
2024-10-30 04:00:00,5,460.62,1.29,14.57,87.98,4.41,72.84,263.08,2.94
2024-10-30 05:00:00,5,494.0,2.32,15.25,88.69,4.77,72.11,261.48,3.42
2024-10-30 06:00:00,5,480.65,2.24,12.85,94.41,4.95,73.35,263.36,3.74
2024-10-30 07:00:00,5,467.3,2.12,11.82,98.71,4.53,73.84,260.29,3.7
2024-10-30 08:00:00,5,514.03,2.54,13.54,98.71,4.41,74.37,253.75,4.02
2024-10-30 09:00:00,5,567.44,3.19,16.62,92.98,4.23,72.98,243.07,4.24
2024-10-30 10:00:00,5,574.11,3.32,17.99,85.83,3.93,70.26,232.29,4.12
2024-10-30 11:00:00,5,574.11,2.88,19.02,79.39,3.87,67.32,222.92,3.83
2024-10-30 12:00:00,5,580.79,1.79,22.62,70.1,3.78,63.68,215.06,3.67
2024-10-30 13:00:00,5,667.57,0.27,31.53,55.79,4.11,61.71,207.44,3.83
2024-10-30 14:00:00,5,647.54,0.0,30.85,53.64,4.11,59.64,202.11,3.7
2024-10-30 15:00:00,4,540.73,0.0,21.93,62.94,4.05,57.46,195.05,3.61
2024-10-30 16:00:00,4,514.03,0.0,18.16,67.23,4.41,57.32,195.86,4.02
2024-10-30 17:00:00,5,547.41,0.0,19.02,65.09,5.19,59.24,200.58,5.0
2024-10-30 18:00:00,5,667.57,0.0,22.96,60.8,6.56,63.84,209.8,6.71
2024-10-30 19:00:00,5,1014.71,0.01,38.73,44.35,7.99,74.08,220.46,9.5
2024-10-30 20:00:00,5,1255.04,0.07,53.47,25.75,8.34,78.58,212.24,9.25
2024-10-30 21:00:00,5,1308.44,0.06,54.84,21.99,9.06,83.04,204.61,9.37
2024-10-30 22:00:00,5,1174.93,0.01,43.18,29.33,9.3,82.95,195.7,9.5
2024-10-30 23:00:00,5,894.55,0.0,28.45,41.13,8.82,75.05,186.94,8.74
2024-10-31 00:00:00,4,674.25,0.0,19.36,52.21,8.94,67.01,187.08,7.35
2024-10-31 01:00:00,4,640.87,0.0,19.54,55.79,11.56,65.88,197.84,7.47
2024-10-31 02:00:00,5,1094.82,0.01,40.44,35.41,16.21,81.96,212.38,14.44
2024-10-31 03:00:00,5,2456.67,21.68,78.83,2.15,26.46,122.83,257.62,32.93
2024-10-31 04:00:00,5,4913.33,106.39,94.59,1.35,41.96,183.61,329.35,58.26
2024-10-31 05:00:00,5,5607.6,137.69,95.96,4.69,43.87,194.32,350.24,59.28
2024-10-31 06:00:00,5,3631.59,69.74,85.68,20.38,29.8,142.69,292.87,34.96
2024-10-31 07:00:00,5,1255.04,10.51,42.84,80.11,14.19,78.18,218.18,12.03
2024-10-31 08:00:00,5,1081.47,7.6,37.36,94.41,9.89,70.55,206.62,10.39
2024-10-31 09:00:00,5,1134.87,9.05,40.78,82.97,8.58,67.95,201.51,10.26
2024-10-31 10:00:00,4,1081.47,9.39,39.76,67.95,7.39,63.65,194.69,9.25
2024-10-31 11:00:00,4,947.95,7.49,37.01,57.22,6.44,60.63,190.25,7.73
2024-10-31 12:00:00,4,827.79,4.02,37.01,46.49,5.72,57.72,183.62,6.27
2024-10-31 13:00:00,4,847.82,0.56,45.93,30.4,5.72,56.55,179.28,5.64
2024-10-31 14:00:00,4,794.41,0.04,42.84,30.4,5.36,55.7,174.04,5.07
2024-10-31 15:00:00,4,607.49,0.0,28.1,47.92,4.71,53.59,167.81,4.5
2024-10-31 16:00:00,4,660.9,0.0,28.1,50.07,5.19,55.62,165.63,6.02
2024-10-31 17:00:00,4,841.14,0.0,35.3,42.56,6.5,61.43,167.71,8.61
2024-10-31 18:00:00,4,1054.76,0.0,42.16,37.55,8.23,69.49,173.6,11.02
2024-10-31 19:00:00,4,1134.87,0.02,46.61,32.19,8.34,71.29,172.3,10.64
2024-10-31 20:00:00,4,988.01,0.01,42.16,32.54,7.09,64.37,156.44,7.6
2024-10-31 21:00:00,4,814.44,0.0,32.22,39.34,6.68,60.75,142.63,6.52
2024-10-31 22:00:00,4,640.87,0.0,20.73,49.35,6.2,57.11,133.88,6.02
2024-10-31 23:00:00,4,540.73,0.0,14.39,57.22,5.84,53.13,127.62,5.51
2024-11-01 00:00:00,4,500.68,0.0,12.0,61.51,5.96,48.48,122.15,5.13
2024-11-01 01:00:00,4,614.17,0.0,16.11,58.65,7.75,49.04,120.81,6.71
2024-11-01 02:00:00,4,1068.12,0.0,34.27,41.13,10.97,62.82,132.51,11.78
2024-11-01 03:00:00,5,2243.04,13.08,70.6,9.48,17.17,100.52,180.65,23.05
2024-11-01 04:00:00,5,4005.43,68.84,81.57,9.39,25.51,149.35,242.41,35.97
2024-11-01 05:00:00,5,4379.27,76.89,91.85,16.99,28.13,157.9,256.82,41.54
2024-11-01 06:00:00,5,3097.53,34.42,87.05,49.35,23.84,124.81,222.76,33.44
2024-11-01 07:00:00,4,1174.93,6.2,36.67,110.15,14.66,65.67,152.98,13.68
2024-11-01 08:00:00,4,921.25,4.53,29.13,118.73,10.73,57.96,145.28,10.64
2024-11-01 09:00:00,4,907.9,5.2,30.16,104.43,8.82,54.77,145.26,9.63
2024-11-01 10:00:00,4,841.14,5.09,28.45,87.26,6.97,50.95,143.07,8.11
2024-11-01 11:00:00,4,754.36,3.97,26.73,75.82,6.14,48.24,140.08,6.65
2024-11-01 12:00:00,4,694.27,2.1,27.76,65.09,5.6,45.89,136.52,5.64
2024-11-01 13:00:00,4,747.68,0.24,36.67,48.64,5.9,45.23,132.52,5.7
2024-11-01 14:00:00,4,767.71,0.0,39.07,42.2,5.84,45.26,127.29,6.14
2024-11-01 15:00:00,4,700.95,0.0,32.22,49.35,5.6,45.1,119.75,6.65
2024-11-01 16:00:00,4,667.57,0.0,27.08,55.79,5.84,45.39,113.8,7.28
2024-11-01 17:00:00,4,574.11,0.0,20.56,63.66,5.42,43.16,106.76,6.65
